review_id,review_text,rating,verified_purchase
en_0800779,"One Star

Did not receive rim received Tire only this is the second time around",1,True
en_0945740,"I can finally wear my smart watch again

YES!!!! I can finally wear my smart watch again! No complaints here. Works great!",5,True
en_0412781,"Not satisfied

This is very poor quality, already all broken and it was not over stuffed, strap broke off after first use, I don't recommend this at all",1,True
en_0030352,"Nice style, but not a raincoat.

I read the reviews about this product and found that people loved it. When it arrived, I loved it too! The fit was great, the style was cute. It decided not to rain for a while so I didn't get to try it out until over a month after I purchased it. It was raining decently hard and after a few minutes I was wet on the shoulders. I dried it off afterwards and checked on it a few days later to find that there were specks of mold on the sleeves. Not only did it not protect me from the rain, it also got moldy! The style is lovely, but if it cannot be worn in any amount of rain, the cuteness factor disappears instantly. I would have been dryer wearing cotton because at least the cotton would absorb some of the water instead of going straight through. Would have returned but by the time I got to try it the return period had ended. For $20 more get a Marmot or North Face that might not look as cute but at least it will work.",2,True
en_0901194,"don’t purchase it

trash. fell apart from every possible seam and angle, a few weeks into the trip. our kid is not even that strong.",1,True
en_0658191,"Five Stars

It a good product, so easy to put on and tek out",5,True
en_0248184,"As described a box of 50

They showed up early and as the discrimination says it was a box of 50 very happy and well worth the money",5,False
en_0320998,"Two Stars

Disappointed. Not anyway as good as 4. Graphics and storyline are lacking.",2,True
en_0266900,"Appears to be fake leather but decent quality overall

*Update. I'm going to update to 3 stars as the customer service was impeccable. They offered to take care of the concerns in a timely manner and they were very helpful. Leather appears to be fake to me, has a chemical smell to it. There are 3+ distinct pieces of leather that make up this cover. 2 of them have a slightly different interior color and the larger one really looks/smells like chemicals. The design is very solid overall and construction is good.",3,True
en_0317917,"World War II in the Philippines

Worthwhile read accounting for the trials of World War II in the Philippines. Not a spectacular narration but a good tale.",4,True
en_0018531,"Overall review.

The price was the best. They are very flimsy but the colors were very nice quality. We used them to create a table runner and placemats. I would have loved to use them elsewhere but wasn’t able to since there is no support.",5,True
en_0321643,"Buy me

Loooove. Is as pictured. All my metal pans work and the magnet is strong!",5,False
en_0440606,"give me a break

A little too cutesy and unrealistic.",3,True
en_0357155,"Good but limited sound

Cool item but I don't get a lot of sound out of this frog. First looked at it I thought it was plastic but it is wood.",4,True
en_0677358,"Very good app works very well

Very good app works very well. You do have to pay for an upgrade if you want the watermarks removed other than that it’s an a awesome app",5,True
en_0381894,"Do not purchase

Cheap plastic that sheds everyday on the counter",1,True
en_0528053,"THE SELLER DOES NOT RESPOND TO MESSAGES

I NEVER RECEIVED MY ORDER, I FOLLOWED TO STEPS TO SUBMIT A CLAIM, SUCH AS EMAILING SELLER, HE NEVER RESPONDED. I GAVE HIM 48 HOURS TO RESPOND, STILL NO RESPONSE TIL THIS DAY. CANNOT FILE A CLAIM EITHER BECAUSE AMAZON HAS THE PORTION DISABLED UNDER THE ""ORDER"" VERY POOR ON SELLER AND AMAZON QUITE FRANKLY TO BE AN AMAZON PRIME MEMEBER AT THAT!!!!",1,True
en_0586322,"Product arrives leaking

Product, 2 boxes full. Arrived leaking. Would not purchase from this vendor again.",1,True
en_0769074,"So far, it’s good👍

I haven’t had my Apple Watch protective case that I purchased seems to be fine. I haven’t had it very long. But, so far no complaints.",4,True
en_0092816,"Beautiful skirt, a little Snug

Nice skirt! Material is light! Just A little snug and a little shorter with heels on.",4,True
en_0899715,"Perfect for Customizing!

I used these to do personalized cutting boards for family members and they love them!",5,True
en_0974682,"Need to improve packaging...

The water was great, but a couple of the bottles lid was cracked so the water leaked out. Since they were contaminated I had to dispose of them. However, I would order again.",4,True
en_0360783,"Warning - it's not as easy as you think to get a dog to wear ...

Warning - it's not as easy as you think to get a dog to wear these. We gave up (Irish Setter)",3,True
en_0264071,"Best bluetooth speaker

This is the best bluetooth portable speaker for the price on the market! I love Anker products as everything they produce is so well made, and the design so well thought out. Keep up the great work Anker. I've an old Bose bluetooth speaker that while will produce more volume at the top end than the Anker, it was a $300+ unit, and honestly doesn't sound that much better, not to mention isn't nearly as packable as the Anker.",5,True
en_0472647,"Great for small animals

Love this playpen, it was very very easy to put together, just open and zip in the bottom. Bought this for my grandsons pet mini lop bunny and he has plenty of room to hop around and my grandson likes to get in it with the bunny too. I would recommend for any small animal.",5,True
en_0212573,"Not a good smell

Not my favorite from his line of products.It doesn't smell like peonies.The little cart that holds the soap and lotion was broken when it arrived.",3,True
en_0489897,"durability

The ignition module went out after one day.",3,False
en_0885897,"Doesn't work

The cat bed doesn't heat up, so it is useless for my arthritic cat. However, one of the other cats likes it and has shed all over it so I have to keep it. Pretty over priced for a regular pet bed.",2,True
en_0471201,"The author has a good imagination

When I was reading this book it was kind of warm but after reading the book I had to go and take a cold shower",4,True
en_0905666,"Meh..

I must have gotten this one free. Since I love historical novels I thought I would like it but not so much. Probably the strangest book I have read in a very long time.",2,True
en_0880178,"Looks very very cheap if you can actually get it ...

Looks very very cheap if you can actually get it installed. I quickly removed it and send this back and just simply wrapped the area in carbon fiber vs using this. Save your money.",1,True
en_0646630,"Expect quality to match the price.

The ornament was broken. Packaged poorly, the box was crushed in shipping. I cannot find a way to contact the seller and I can't return it. At least it was under $7. Hope it doesn't melt when I use my hot glue gun on it.",2,True
en_0141197,"Not a bad product.

I like it and it works ok, but I have problems with certain phone styles that will not stay clipped in. Then my phone ends up on the floor where I can even reach it.",3,True
en_0958545,"not as good as it should be

camera does not work hard to get amazon to call back or let me return",3,False
en_0471990,"It is a gorgous tool set!

I always use this straightening and curling iron, til I found this 2 in 1 hair straightener and curler. It is super lightweight and with powerful effect.I would like to take it along with my new year journey as it is a travelling set. Amazing!",5,True
en_0433420,"Instant relief!

This product is amazing. I have sciatica and it has been getting progressively worse. I’ve tried yoga, stretches, medication, and massage with only minimal relief. I saw this and decided to give it a try. Easy to set up. Put on the sleep mask, laid down, asked Alexa to set a timer for 10 minutes and play some spa music, closed my eyes and laid my head in the hammock. I could immediately tell it was helping. Best stretch I ever had. After 10 minutes I was able to feel quite a bit of relief from the pain. I was able to get off the floor much easier. So simple, relaxing, and effective. Highly recommend.",5,True
en_0797746,"Four Stars

Great packaging wish belt was a little longer rather than that looks and feels awesome",4,True
en_0376316,"Poor quality

They were poorly made and looked noticeably false when put on.",1,True
en_0064789,"Wobbly, not sturdy.

It is easy to assemble. But not sturdy. It is wobbly after using couple of months. I would not recommend nor buying it again. Life lesson. I should increase my budget for a piano bench.",3,True
en_0815723,"Really cool but was a little to small

A little confusing at first. Also, I had to widen them because they were too small for my ear, and my ears are not big, pretty much completely average ears. But it’s super cool looking!",4,True
en_0923708,"60th Birthday crown

Crown on number 60 fell off when taking off wrapper Otherwise it’s cute as can be",3,True
en_0804383,"I Like!

While I could nit pick about small things that I would personally change, overall it's a great journal to document your readings. There are only two categories of there's I changed because I didn't care to note about that info, so there are relevant things you include for each book.",4,True
en_0793039,"Great charger

Excellent quality. Does not get hot and phone stays cool. Supports wireless fast charging.",5,True
en_0431692,"There aren't 200 balls :(

Not 200 balls as stated in the description.",2,True
en_0561599,"1 out of 4 still work

After about 1 yr only 1 is working..save your money and get something else",1,False
en_0661268,"99 I spent on this used crap they re-sell

The product stopped working correctly in July, we order it in May and I was understanding that it would be covered by the 90 day warranty of ordering from PRIME membership. But I guess i'm lifted-out for the $89.99 I spent on this used crap they re-sell. I'll NEVER BUY ANYTHING USED, cause you get noting if anything does go wrong. I've learned my lesson.... Thanks",1,False
en_0342214,"Bad dad jokes and not in a good way.

These were more like elementary school jokes. Very few were funny. None were smart. My young kids laughed but that made the game unfair because the middle schoolers and above weren’t entertained. Beyond that, the rules were impossible to understand. What was the game board even used for? We made up our own. When that quickly got boring we just read jokes to each other in funny voices. Don’t buy this!",1,True
en_0116887,"Meh. Director's Cut is better.

The black freighter stuff they shoved in this film adds nothing. It's not a bad animated film on its own. I like it and Watchmen is my favorite comic book film. I don't have a problem with animation. I own like 40 dcu animated films. They just don't combine. I suggest watching the director's cut and the black freighter separately. I'm not going to say that it ruined the film but it did mess up the flow of it. Also, it kind of tips off some of the theme of the ending. If you didn't read the comics having the theme spoiled is such a waste.",2,True
en_0671383,"Slides around the screen

Not really the best option for gaming. I was using them on an iPhone X. They would slide around too easily on the screen. iPhones have an oleophobic coating to repel fingerprints, so I’m guessing this made it too slick and they would slide around. They may work better on an android phone that doesn’t have this coating.",3,True
en_0893534,"careful-reviews are based on older version of product!

Web description said: Same Great Product, New Label, but 19 of the 29 original ingredients are missing in this new bottle. A lot more than just the label has changed! What worries me is, what all those new ingredients are. I am returning it because it is now not the same product that has been recommended in books and on websites, my reason for buying it in the first place. My last bottle, bought in July-with the original ingredients-seemed to help a lot. If I am going to change products, I will be the one to search and pick out a new one-not go with whatever has been changed without any notification. This is mostly an entirely different product from what the reviews are based on.",1,False
en_0293015,"Pretty but not practical

Very pretty but keep getting tangled. Too much effort to keep untangling them even from the slightest breeze...so they're not being worn.",3,True
en_0559938,"Handy Adapter with a caveat: Not for phone calls!

So overall, this adapter works well but something that needs to be made more clear and with more emphasis in the description is that this WILL NOT WORK for phone calls... Only audio from apps (music, video sound, etc.). Be aware that if you need an adapter for phone calls, you will need the dongle that has two lightning ports. You can use headsets with a 3.5mm jack with the corresponding adapter for it and then plug it into the dual lightning port dongle.",3,True
en_0021215,"Nice little stand... And you get 3!

These stands are great for reading or watching videos... They are plastic so not the most durable... A metal version would be great and I think ppl would be willing to pay more for a more durable metal version... Base (where your phone rests) should be bigger to more easily accommodate phones with heavy duty cases... But all in all nice product... I love that you can easily carry in pocket and take anywhere! I would and already have recommend this product",4,True
en_0720777,"I really liked this product

I really liked this product. Easy to use and instructions were simple. The only thing is i wish they cam e with a higher resistance. i use the strongest one and I still dont think it is enough for me but other then that they are great. storing is easy. comes with a cute little back easy fit. doesnt damage the door when you use it.",4,True
en_0290365,"The image quality isn't as good as I'd hoped it would be

The image quality isn't as good as I'd hoped it would be. Everything works well and I am generally happy with the projector. My only complaint is that it's a little blurry.",4,True
en_0380860,"A love story with a twist

A steamy french love story that is as disturbing as it is masterfully acted and directed. The trick is too look for the art in the film that is behind the horror. Peer into the psychology of this very deranged couple which is very skillfully presented. Not a film for everyone due to its unsettling nature.",5,True
en_0477201,"Good

Soo these are very soft easy to get on but my goodness the top goes like 4in above my belly botton",2,False
en_0595910,"Good enough, price too high

Smaller than I anticipated but I also didn't bother reading the description. I'll continue to purchase these types through Dollar tree.",4,True
en_0583639,"Lead falls out of pencils

I bought 5 of these packs. There are at least 2 in every box that have had the lead completely fall out of the pencil. They smell good though.",2,True
en_0644159,"Too small

It's too small . No can fit. I'm so disappointed. I like return it but I have no time. Waste money",1,False
en_0496215,"Don't order from this supplier!!-

Ordered a Honda goldwing alternator, was sent an alternator for a Mercedes benz",1,True
en_0961480,"Does what it is supposed to do.

It clamps things, and does it well. The range is slightly higher than 3"" if you need it to be. I was about to get the 2"" version, but getting the 3"" one really made this a more versatile tool for other projects.",5,True
en_0137188,"Good buy!

Just got these. They are king size, but REALLY LONG! I slept on them last night and they feel amazing!",4,True
en_0121271,"Great little portable speaker

Bought this for my son as a Christmas gift. He loves it. Good size and really great sound. Looks sturdy too.",5,True
en_0973687,"Prefer different screen protector

Did not like product does not cover screen correctly or cover the whole screen",1,True
en_0923955,"Not worth it, spend more to get better

My baby basically falls out of it if i dont seat him in a specific weird position.... i have tried everything including taking the whole thing apart and assembling it differently than instructed and it is a nightmare. I have a better swing at home (this was for my work) and would rather spend 3x the cost of this one fir something that actually does it’s job.",1,True
en_0797007,"Not very durable but cheap

You get a lot for you money but they are not durable at all. Fell apart almost immediately.",2,True
en_0950845,"Always check used equipment before using it.

It came with a problem, you can’t take out the battery, I am new to cameras so I didn’t think it was a big deal but it is.",1,True
en_0326833,"Not Bad

Watch is as described. Easy to use and fits well.",5,True
en_0711621,"My dog is afraid

My huge dog is afraid of it for some reason. He cannot figure how to get treats out, and refuses to play with it",3,False
en_0420648,"Takes Concentration on images...

Good game of locating the Object...",4,True
en_0743491,"Terrible packaging

I haven't put the product together yet. I'm just upset about the way it was delivered. The package was opened at both ends and left on my doorstep. I'm hoping all the parts are in the box or I'll be asking for a refund. Terrible!",1,False
en_0339163,"They don’t work!

Don’t buy! They DO NOT work! I bought 3 of them and none of them work!",1,False
en_0180413,"Just another toy — didn’t calm anxiety

I got this for my kitten I rescued who was separated from his mother at two weeks old. He has been trying to suckle on me at night and so I wanted to get him something more appropriate to suckle on. Unfortunately he just tries to play with it and is indifferent to cuddling with the toy. The heat pack was moldy in delivery so that was unfortunate as well. A very expensive toy for my kitten who is entertained more by feathers.",2,True
en_0841064,"Looks & feels like cheap vinyl

Ordered leather but this looks & feels like cheap vinyl. Unsure if I’m keeping. Already ordered 3 other cases from another supplier I’ve ordered from in the past & their leather is top quality & cheaper. This one did come in a nice well made box. Maybe they should of spent more on product quality. I feel I paid for the box, as this was $5 more than previous cases I’ve purchased. I ordered this in burgundy, not sure how other colors are but I don’t care for this color either.",2,True
en_0614430,"This was a good book

This book was in many ways a typical Riley Hart book, which means it was well written and had an awesome cast of friends and real/found family which always adds so much depth to her characters and her books. Actually, that may be the biggest reason I love her books in general. I way enjoyed the protagonists Ash and Beau and the progression of their relationship. I guess for me, although I was glad to spend time with Kenny, Beau’s brother, it was sort of understood that Beau needed to stick around close to home to help with Kenny, and yet other than occasional speech issues, Kenny seemed to be functioning just fine. So to me he came across more as a plot device than a person because I just couldn’t get a handle on him. So for me the book was good, but not great.",3,True
en_0893502,"Five Stars

This is awesome for learning how to do a drip root.",5,True
en_0960461,"If they do not fit, you cannot return them.

These would be perfect if they fit!! They are off by only 1/8th inch. I went into my orders to return them, and discovered they are not returnable. They are not that expensive, but this is the first time I have encountered a Prime item that was not returnable, and I still do not see that mentioned on the listing, anywhere. So, be sure they fit your measurements before you order!",1,True
en_0955084,"terrible,,

terrible,,, very hard to connect hose to tire valve, especially in the harsh winter when it's 15-20 degrees.........my hands froze.....it went back!!!",1,True
en_0011757,"Add a plug

Disliked it didn't come with anything to plug it in. Other than that it works great. Bought another one. Luckily we had extra USB plugs.",1,True
en_0277830,"instructions are worthless, flimsy collar

packaged appropriately, the collar on the top pin was week and lose, when installing you needed a stiff collar to help the pin pop into the ball clip.",2,True
en_0913557,"It's perfect for a back patio that gets dirty easy. I love that it's reversable.

I liked the first one I purchased so much, I bought another for our upper deck.",5,True
en_0768919,"flimsy, creaky garbage.

came damaged, but just slightly, one year in and the legs are popping out the welds. piece of garbage.",2,False
en_0182171,"Ever increasing price for these exceeds cost of full system

I am annoyed with the price fluctuations on this product, sometimes it is extremely reasonable and other times it costs more than getting a whole new filtration system. I have researched alternative filters in great depth and I have not found any other ones that are compatible with this system. I did not replace it yet because I it is really great for my cats' preferences and I hate to waste plastic for no reason, but I will avoid the brand next time.",2,False
en_0426336,"It looks like someone made it in their home lol

It’s not as “high quality” looking as it is in the pics. Also the color off too compared to pics. It looks like someone made it in their home lol.",2,True
en_0548512,"Worth the money

This product is well made and comfortable for my son . It is easy to read if ever we need help",5,True
en_0548255,"Shoe broke first time they were worn

I got these shoes for my daughter's birthday, but they broke the first time they were put on. She's only 26 pounds! Terrible. Edit: within an hour of my posting this another shoe broke. Bringing us to half of the pairs of shoes ruined before she'd owned them for 24 hours.",1,True
en_0373089,"I like it, but...

I like the looks of this purse and the size however, there is a bad chemical smell present. If it doesn't dissipate after a few days I will return it.",3,False
en_0201478,"Great buy

Well worth the price. I’ve put these to some serious work and they show very little wear.",4,False
en_0819055,"Works well, but the connection for the fuel line was wrong.

This carburetor works like it should, but the fuel line connection is facing the wrong direction. The carburetor that I replaced had the connection pointing straight out, but this one has a 90* elbow that faces the back of the machine. In order to compensate for this, I had to completely reroute the fuel line. I'm not sure this will affect the performance in any way, but these old Tecumseh engines had the fuel line running behind the flywheel.",3,True
en_0250612,"These don't stay sealed. We had to scotch-tape most ...

These don't stay sealed. We had to scotch-tape most of them as the items we had inside, were constantly falling out.",3,True
en_0825405,"beware!!

Buy direct from supplier not amazon Inside the package it offers a free system for purchasing one. Amazon will not honor this offer.",1,True
en_0105308,"Bought for android ... Got one for iphone. Not happy

I purchase mine for an Android phone. But when it came in but it is for iphone. See picture attached. I dont want to do return so I'm giving it to my sister instead. I just wanted to let ya know. T-T",3,True
en_0289969,"Light suction maybe more suitable for newborn or small nose

After receiving my item and trying it on my 19 month old nose it didnt have enough suction to remove ANY snot of various kinds at first I thought maybe it was not slimy enough or too thick but then i tried it on lighter snot and the same effect. It only produced enough suction power to lightly feel the force on your fingers not in a nose. It maybe better suited for a newborn or smaller nose but it didnt create a vacuum of any sorts in his nose at all I never even got a chance to see how it worked. Really wanted it too though 😪",2,True
en_0045461,"Inexpensive Time Piece

Arrived on time and well packaged. Battery compartment was a bit tight for the required battery, but after gentle pressure it finally seated properly. Attractive and keeps fairly accurate time. Seal around clock components isn't very secure, which may lead to weather-related problems later. Died after a few months.",2,True
en_0738239,"Great product. Works great.

Great product. Works great.",5,True
en_0341725,"WATERED DOWN

Very disappointed. Shampoo is VERY watered down. Won't purchase again",1,True
en_0573535,"Works alright

Smell seems pretty strong, but doesn't seem to last after the shower. It's alright, but i wish the smell lasted longer. Maybe it's just me, but I didn't think it worked too well. I most use the shower soap to wash my armpits now instead.",3,True
en_0169798,"Awesome case, Otterbox wishes their manufacturing tolerances were this tight.

1st, IDK what case these one star reviews are using, but I can summarize their reviews; rushed/lazy. Now for my review, very premium feeling case, side buttons are a great balance between easy and hard to press, but most importantly the manufacturing tolerances are near perfect! It fix my axon 7 like a glove! (assuming you have gloves custom made to your hands). And the screen protector is somehow flush against the screen, have had 0 issues with touch.",5,True
en_0434387,"Cute but thin

I love the way these yoga pants look! They are very soft. They are thin enough that you can see colored underwear through them. I give them 3 stars because they tore the first time a dog jumped up on me, which is way too delicate for a pair of pants in my opinion.",3,True
en_0981972,"Really good.

The kick stand is really good, I do not miss having to take out my foldable one. I really like that the kick stand is full metal and actually covers to whole width of the phone, not just partially. The only downside to the kick stand is that it does stick out a bit, which makes wirelessly charging a little bit harder, but once it's centered it charges like normal",5,False
en_0422193,"Broken zipper

I ordered two, one for each of my kids and one arrived with a broken zipper. I returned and reordered ans received the new one with a completely different reinforced zipper than the first two I ordered and in different packaging. Not sure if the first two I ordered were returned by someone else as the packaging looked like it was placed in a ziplock bag with the cover of the package . Packaging was different with reorder. Now I have two functioning chairs for the boys and they like it!",3,False
en_0653467,"It Fits

works as advertised I recommend viewing the video on the proper method of installation. If your surface area is clean your less likely to get bubles.",4,True
en_0295216,"Exactly as described

Exactly as described. Fast shipping. My boys are now ready for some wiggle ball games",5,True
en_0980465,"Four Stars

feels comfortable seems to help a torn meniscus.",4,True
en_0503462,"Doesn't do anything

Didn't work miracles on my broken capillaries at all. Oh well.",2,False
en_0154750,"keeps skipping

Keeps skipping. It says it has skip protection, but I just put in a ""fresh"" batteries and it just stops without me doing anything. It was also expensive to return, so I would not recommend buying.",2,False
en_0128421,"Works good, but has some quirks..

I have a 2 monitor with a 42"" TV as my 3rd monitor.. So i use this for laying in bed and navigating netflix, youtube ect.. Its close to perfect for that.. But the black-light on the back of the remote doesn't illuminate the alt keys that include the numbers.. That was the big disappointment me.. The accuracy is usable for what i use it for, but i wouldn't try to navigate windows with it.. So if your looking for a couch or bed setup so you don't have to cuddle with a full size keyboard, this is perfect!!!",4,True
en_0583851,"great ironing board

very durable and sturdy..........excellent",5,True
en_0205432,"👍👍

Really good shorts I’ve done a lot of work in them and they hold up well I’ve had these shorts for two years still haven’t wore them out GOD is love",5,True
en_0387410,"Good Read

I enjoyed the plot and characters of this book although I wouldn’t call it a real page-turner. I appreciate the Christian themes.",4,True
en_0501408,"Horrible

Product looks nothing like the photo I'm highly disappointed I waisted my damn money if I could give it zero stars I would don't waist your money",1,True
en_0454496,"Only lasted 2 weeks.

Only lasted 2 weeks. Had 2 of them outside on my porch pointed at my glow in the dark skeleton and snake. Bugs got into the lights and caused them not to work. Definitely not for outside use.",1,True
en_0307795,"Runs small

Adorable dress. Sizing is a bit off. My daughter normally wears a 6, but an 8 in the dress fits",4,True
en_0543434,"Four Stars

it is too soon to give a accurate review",4,True
en_0114413,"Arrived on time

It’s really good and it fits really well",5,True
en_0331669,"Four Stars

worked OK even tough it is somewhat primitive.",4,False
en_0578730,"I loved this so much.

This story drew me in and wouldn't let go. I just want to snuggle up to the main characters and stay there forever.",5,True
en_0864663,"Quiet

The pump is quiet, I think some people might need to add more water. I've added pebbles I found outside to make it a little louder, but wish it was louder, sorta just sounds like a soda can popping every now and then.",4,True
en_0781678,"Too small. 2X usually fits.

Too small. 2X usually fits. Fabric was OK",3,True
en_0914912,"I don't really like the handles

I don't really like the handles, but the steel is excellent and will say that the steel far surpasses any other one I have used...",4,True
en_0619272,"Works for some but not all

I guess different strokes for different folks. My mom swears by them but my friend said they did nothing for him so that is why they didnt get 5 stars",3,True
en_0135556,"Nice at first

This mattress topper is soft but loses it's fluffiness after awhile. I mean you get what you pay for.",3,True
en_0796840,"These are so tall that they almost seem like they could just fall over

These are so tall that they almost seem like they could just fall over. They are super lightweight - I returned them.",2,False
en_0870513,"Very sturdy

Worked good with our door. Took a little readjusting but I'm the final product looks great.",4,True
en_0166261,"Great buy!

Love this! I needed very high wasted shorts, and the scrunch on the back makes the booty “pop”. It’s very high wasted and good thick material. I’m 180lbs, 5’8 and the large fit fine. I needed something that would support my stomach and help making my stretchmarks less visible on my stomach area.",5,True
en_0240296,"Fun toy car set

Cutest little car set! Lots of bright colors and each with its individual look. Perfect for little kids to play and work on imaginary play/language/fun! Great size for little toddler hands!",5,True
en_0325535,"Subpar

The hinges were loose and were very difficult to close.",2,True
en_0694892,"The stitching has gaps in it where the material is ...

The stitching has gaps in it where the material is not sewn together. Only a few miles (3) and seat is coming apart. I don't think you'll do anything about this or even post it, but just had to try.",1,True
en_0571369,"I liked the this had a back piece to keep me ...

I liked the this had a back piece to keep me from rolling over and sleeping on my back. I originally bought this thinking I didn’t want the kind that was full length on both sides, because I didn’t want to feel claustrophobic. However, after using this pillow, I realized that not having the full length on both sides meant not being able to switch sides in the middle of the night. The piece keeping the 2 sides together tore at the end of my pregnancy as well. Now I just use it as a regular body pillow, which it works great as!",3,True
en_0760699,"Does the job fine, but the price is a bit

Average product, noting to complain about it and nothing special about as well. Does the job fine, but the price is a bit high",3,True
en_0318429,"Product is fine - packaging problem

The boxing for Charmin has never been a full enclosed package. This time the packing tape was run straight down the middle over the product. It ripped the sanitary wrap open on 2 packages. I do not want replacement but you need to find another way to package this when sending out for delivery.",4,True
en_0490582,"Not worth it

This material was definitely not worth the price. Came in very wrinkly... and you can't iron thw wrinkles out. You almost need to add a real suit jacket so it looks semi okay",1,True
en_0307001,"Gives you the added height that you want, but ...

Gives you the added height that you want, but it makes it kind of uncomfortable to wear the shoes since your feet aren't really able to breathe that well. I can only really stand to wear these for a couple of hours.",3,True
en_0288376,"a required textbook

this book give you a general information on women's health, still has this book on my bookshelf",4,True
en_0058674,"WORST PRODUCT I have ever received on Amazon. RUN.

Worst product I have EVER bought on Amazon. Worse than every knock off product I could ever put my hands on. Terrible design, extremely flawed. First off, the one hitter happens to be half the height of the chamber. So every time you need to take it out, you will spill all your goods and the toke and poke. If that’s not enough to make you turn around now, the grinder chamber DO NOT GRIND. I repeat, they DO NOT GRIND. It just sticks to eachother because of the ridges, and you will most likely cause it to get stuck out of frustration. Immediate regret. Worst decision ever was to buy this. Completely useless and not worth a nickel.",1,True
en_0992542,"Good product, but can easily break during shipment.

Be careful when purchasing. The product is good, but the way they package the display is terrible. I’m not sure what happened during shipping, but mine arrived broken in a number of places. They definitely don’t pack this display securely so be sure to double check when buying yours.",2,False
en_0404391,"My package was open BLAME ON SELLER

Product is really good, my concern is not about it, it is about delivery method used by Amazon, I heard my door knocked, when I open my door the delivery van was just leaving, so nobody else could have touched my box besides delivery crew, well ...my box was not completly sealed, i could get my product from the box without using a box cutter. Seller is responsible of making sure product reaches the costumer safe and untouched.",1,False
en_0911111,"I had fun

I enjoyed painting this. But sometimes the numbers were very small and confusing.",4,True
en_0561527,"Wrong combo of colors

The stickers for the face and feet are great and the lanterns are easy to pop open and hang. However, the package we received had 3 red lanterns (which should be for the head) and only one light green (which should have been the body pieces. This was a frustrating disappointment for a product that was branded as 'the world of eric carle"" and yet had the colors all off relative to the story book.",2,True
en_0691099,"Did not help with coughing.

Didn't soothe the throat.",2,True
en_0771585,"Good series and a quick read.

This book was a good one. A few times it jumped around too much but I still enjoyed it. The only other complaint I have is the cost for a shorter book. It's less than 200 pages.",4,True
en_0386153,"Runs big

It is soft and a good quality BUT it’s too big and the comforter is constantly moving inside and it looks saggy all the time. I bought the correct size for my comforter but it’s just too loose and too big...otherwise it would’ve been great",3,True
en_0228840,"Good purchase for us.

They worked well for our trip and seemed to save space. Held up well.",4,False
en_0273051,"Two Stars

My mirror light broke after two uses. It’s cheaply made",2,True
